BHID, XCOLLAR , YCOLLAR , ZCOLLAR 
OC-440-002510,75327.23906,185958.5549,451.2667
OC-440-002511,75333.52606,185958.1212,451.2667
OC-440-002512,75339.80042,185957.0895,451.2667
OC-440-002513,75155.38554,185986.3348,451.2667
OC-440-002514,75161.72954,185987.2212,451.2667
OC-440-002515,75167.38929,185988.2181,451.2667
OC-440-002516,75173.95447,185987.2656,451.2667
OC-440-002517,75180.29558,185986.3447,451.2667
OC-440-002518,75186.63669,185985.4237,451.2667
OC-440-002519,75192.9778,185984.5028,451.2667
OC-440-002520,75199.3189,185983.5819,451.2667
OC-440-002521,75205.66001,185982.6609,451.2667
OC-440-002522,75211.88495,185981.6671,451.2667
OC-440-002523,75218.10989,185980.6732,451.2667
OC-440-002524,75224.33483,185979.6793,451.2667
OC-440-002525,75230.72559,185978.7645,451.2667
OC-440-002526,75237.11635,185977.8497,451.2667
OC-440-002527,75243.50711,185976.9349,451.2667
OC-440-002528,75249.93165,185976.0444,451.2667
OC-440-002529,75255.57593,185975.4417,451.2667
OC-440-002530,75262.1282,185974.5665,451.2667
OC-440-002531,75268.68047,185973.6913,451.2667
OC-440-002532,75275.23274,185972.8161,451.2667
OC-440-002533,75281.78502,185971.9409,451.2667
OC-440-002534,75288.33729,185971.0657,451.2667
OC-440-002535,75294.88956,185970.1905,451.2667
OC-440-002536,75302.2227,185966.6122,451.2667
OC-440-002537,75314.79629,185966.8087,451.2667
OC-440-002538,75321.29635,185965.9095,451.2667
OC-440-002539,75327.82627,185965.0703,451.2667
OC-440-002540,75334.27054,185964.0789,451.2667
OC-440-002541,75340.7148,185963.0876,451.2667
OC-440-002542,75154.01151,185992.5117,451.2667
OC-440-002543,75160.32178,185993.501,451.2667
OC-440-002544,75168.54952,185994.3222,451.2667
OC-440-002545,75174.93522,185993.5412,451.2667
OC-440-002546,75181.33081,185992.7031,451.2667
OC-440-002547,75187.7264,185991.8649,451.2667
OC-440-002548,75194.12198,185991.0268,451.2667
OC-440-002549,75200.51757,185990.1886,451.2667
OC-440-002550,75206.91316,185989.3505,451.2667
OC-440-002551,75213.30874,185988.5123,451.2667
OC-440-002552,75219.71814,185987.6115,451.2667
OC-440-002553,75226.26072,185986.7777,451.2667
OC-440-002554,75233.22686,185985.8415,451.2667
OC-440-002555,75239.55837,185984.9624,451.2667
OC-440-002556,75245.88988,185984.0833,451.2667
OC-440-002557,75252.2214,185983.2042,451.2667
OC-440-002558,75258.55291,185982.325,451.2667
OC-440-002559,75264.88442,185981.4459,451.2667
OC-440-002560,75271.21593,185980.5668,451.2667
OC-440-002561,75277.54745,185979.6877,451.2667
OC-440-002562,75283.87896,185978.8085,451.2667
OC-440-002563,75290.26653,185978.125,451.2667
OC-440-002564,75294.93616,185977.4116,451.2667
OC-440-002565,75304.12645,185975.5345,451.2667
OC-440-002566,75309.91065,185974.5716,451.2667
OC-440-002567,75316.06127,185973.4216,451.2667
OC-440-002568,75321.49816,185973.0359,451.2667
OC-440-002569,75328.54749,185973.0705,451.2667
OC-440-002570,75334.79222,185972.3255,451.2667
OC-440-002571,75152.63748,185998.6886,451.2667
OC-440-002572,75158.91402,185999.7808,451.2667
OC-440-002573,75170.09898,186000.6902,451.2667
OC-440-002574,75175.49201,186000.0941,451.2667
OC-440-002575,75181.90959,185999.2584,451.2667
OC-440-002576,75188.32718,185998.4226,451.2667
OC-440-002577,75194.74476,185997.5869,451.2667
OC-440-002578,75201.16234,185996.7511,451.2667
OC-440-002579,75207.57992,185995.9153,451.2667
OC-440-002580,75214.25439,185994.8345,451.2667
OC-440-002581,75220.66844,185993.9184,451.2667
OC-440-002582,75227.08249,185993.0024,451.2667
OC-440-002583,75233.44866,185992.0941,451.2667
OC-440-002584,75239.92022,185991.214,451.2667
OC-440-002585,75246.34391,185990.3418,451.2667
OC-440-002586,75252.7676,185989.4695,451.2667
OC-440-002587,75259.19129,185988.5972,451.2667
OC-440-002588,75265.61498,185987.7249,451.2667
OC-440-002589,75272.03866,185986.8527,451.2667
OC-440-002590,75278.35729,185985.704,451.2667
OC-440-002591,75284.55549,185984.7401,451.2667
OC-440-002592,75290.7537,185983.7762,451.2667
OC-440-002593,75295.19859,185983.8263,451.2667
OC-440-002594,75305.40862,185980.7454,451.2667
OC-440-002595,75310.59527,185981.1959,451.2667
OC-440-002596,75322.76622,185979.6198,451.2667
OC-440-002597,75329.89924,185979.617,451.2667
OC-440-002598,75335.70275,185978.0802,451.2667
OC-440-002599,75151.26345,186004.8655,451.2667
OC-440-002600,75157.50625,186006.0607,451.2667
OC-440-002601,75163.34449,186008.7755,451.2667
OC-440-002602,75169.39524,186007.6227,451.2667
OC-440-002603,75176.0488,186006.6471,451.2667
OC-440-002604,75182.70237,186005.6715,451.2667
OC-440-002605,75189.35593,186004.696,451.2667
OC-440-002606,75195.91913,186003.7379,451.2667
OC-440-002607,75202.48232,186002.7798,451.2667
OC-440-002608,75208.87335,186001.8923,451.2667
OC-440-002609,75215.26438,186001.0048,451.2667
OC-440-002610,75221.65541,186000.1173,451.2667
OC-440-002611,75228.04644,185999.2298,451.2667
OC-440-002612,75234.45614,185998.3627,451.2667
OC-440-002613,75240.86584,185997.4955,451.2667
OC-440-002614,75247.27554,185996.6283,451.2667
OC-440-002615,75253.68524,185995.7612,451.2667
OC-440-002616,75260.09494,185994.894,451.2667
OC-440-002617,75266.50464,185994.0268,451.2667
OC-440-002618,75272.91434,185993.1597,451.2667
OC-440-002619,75279.20109,185992.0854,451.2667
OC-440-002620,75285.10243,185991.3754,451.2667
OC-440-002621,75291.6376,185990.2052,451.2667
OC-440-002622,75295.46103,185990.2409,451.2667
OC-440-002623,75302.176,185988.9401,451.2667
OC-440-002624,75304.90272,185988.6283,451.2667
OC-440-002625,75311.2799,185987.8201,451.2667
OC-440-002626,75317.65709,185987.0119,451.2667
OC-440-002627,75324.03427,185986.2037,451.2667
OC-440-002628,75330.41146,185985.3956,451.2667
OC-440-002629,75336.14794,185984.6012,451.2667
OC-440-002630,75149.88942,186011.0424,451.2667
OC-440-002631,75156.09849,186012.3405,451.2667
OC-440-002632,75148.40961,186017.415,451.2667
OC-440-002633,75154.6831,186018.5279,451.2667
OC-440-002634,75157.76552,186015.4123,451.2667
OC-440-002635,75163.88258,186014.9507,451.2667
OC-440-002636,75170.32008,186014.0763,451.2667
OC-440-002637,75176.80967,186013.1642,451.2667
OC-440-002638,75183.29926,186012.2522,451.2667
OC-440-002639,75189.78885,186011.3401,451.2667
OC-440-002640,75196.27843,186010.4281,451.2667
OC-440-002641,75202.76802,186009.516,451.2667
OC-440-002642,75209.25761,186008.604,451.2667
OC-440-002643,75215.7472,186007.6919,451.2667
OC-440-002644,75222.20952,186006.6766,451.2667
OC-440-002645,75228.58219,186005.8024,451.2667
OC-440-002646,75234.95486,186004.9282,451.2667
OC-440-002647,75241.32752,186004.054,451.2667
OC-440-002648,75247.68534,186003.2604,451.2667
OC-440-002649,75253.94907,186002.5086,451.2667
OC-440-002650,75260.37691,186001.7052,451.2667
OC-440-002651,75266.90672,186000.9161,451.2667
OC-440-002652,75273.62907,185999.5357,451.2667
OC-440-002653,75280.04488,185998.4667,451.2667
OC-440-002654,75286.24404,185997.4915,451.2667
OC-440-002655,75292.61422,185996.7604,451.2667
OC-440-002656,75305.96445,185994.9127,451.2667
OC-440-002657,75312.12603,185994.2217,451.2667
OC-440-002658,75318.28762,185993.5307,451.2667
OC-440-002659,75325.05641,185992.3081,451.2667
OC-440-002660,75331.33885,185991.537,451.2667
OC-440-002661,75146.92981,186023.7877,451.2667
OC-440-002662,75153.26771,186024.7154,451.2667
OC-440-002663,75158.35182,186022.3276,451.2667
OC-440-002664,75164.8039,186021.4173,451.2667
OC-440-002665,75171.24493,186020.5299,451.2667
OC-440-002666,75177.68776,186019.7315,451.2667
OC-440-002667,75184.27524,186018.7938,451.2667
OC-440-002668,75190.86272,186017.8561,451.2667
OC-440-002669,75197.4502,186016.9184,451.2667
OC-440-002670,75203.82821,186016.0399,451.2667
OC-440-002671,75210.20622,186015.1613,451.2667
OC-440-002672,75216.63694,186013.9719,451.2667
OC-440-002673,75223.03682,186013.0966,451.2667
OC-440-002674,75229.4367,186012.2213,451.2667
OC-440-002675,75235.83658,186011.3459,451.2667
OC-440-002676,75242.23646,186010.4706,451.2667
OC-440-002677,75248.59732,186009.6563,451.2667
OC-440-002678,75254.88881,186008.7888,451.2667
OC-440-002679,75261.301,186008.0518,451.2667
OC-440-002680,75267.8109,186007.2226,451.2667
OC-440-002681,75274.34379,186005.9118,451.2667
OC-440-002682,75280.88868,186004.8481,451.2667
OC-440-002683,75287.08832,186003.8671,451.2667
OC-440-002684,75293.40541,186003.0632,451.2667
OC-440-002685,75306.69159,186001.4584,451.2667
OC-440-002686,75313.07692,186000.6574,451.2667
OC-440-002687,75319.46226,185999.8564,451.2667
OC-440-002688,75332.23293,185998.2544,451.2667
OC-440-002689,75145.45,186030.1603,451.2667
OC-440-002690,75151.85233,186030.9029,451.2667
OC-440-002691,75158.7357,186028.4816,451.2667
OC-440-002692,75165.55353,186027.8599,451.2667
OC-440-002693,75171.8748,186027.1963,451.2667
OC-440-002694,75178.9775,186026.0125,451.2667
OC-440-002695,75185.41875,186025.1165,451.2667
OC-440-002696,75191.86,186024.2205,451.2667
OC-440-002697,75198.30126,186023.3245,451.2667
OC-440-002698,75204.74251,186022.4286,451.2667
OC-440-002699,75211.18376,186021.5326,451.2667
OC-440-002700,75217.57608,186020.6035,451.2667
OC-440-002701,75223.96841,186019.6744,451.2667
OC-440-002702,75230.36074,186018.7453,451.2667
OC-440-002703,75236.75306,186017.8162,451.2667
OC-440-002704,75243.14539,186016.8871,451.2667
OC-440-002705,75249.5093,186016.0523,451.2667
OC-440-002706,75255.82696,186015.1818,451.2667
OC-440-002707,75262.22509,186014.3985,451.2667
OC-440-002708,75268.71508,186013.5292,451.2667
OC-440-002709,75275.05851,186012.2878,451.2667
OC-440-002710,75281.73248,186011.2295,451.2667
OC-440-002711,75287.93259,186010.2428,451.2667
OC-440-002712,75294.28931,186009.4923,451.2667
OC-440-002713,75303.4757,186008.4511,451.2667
OC-440-002714,75307.60529,186007.7565,451.2667
OC-440-002715,75314.06997,186007.2624,451.2667
OC-440-002716,75320.33325,186006.1724,451.2667
OC-440-002717,75326.69723,186005.3803,451.2667
OC-440-002718,75333.06121,186004.5883,451.2667
OC-440-002719,75144.07099,186036.4136,451.2667
OC-440-002720,75153.75255,186036.0912,451.2667
OC-440-002721,75160.19845,186035.2638,451.2667
OC-440-002722,75166.64654,186034.3505,451.2667
OC-440-002723,75173.09463,186033.4371,451.2667
OC-440-002724,75179.82073,186032.5204,451.2667
OC-440-002725,75186.49323,186031.4255,451.2667
OC-440-002726,75192.88891,186030.5231,451.2667
OC-440-002727,75199.34903,186029.7687,451.2667
OC-440-002728,75205.68026,186028.7183,451.2667
OC-440-002729,75212.16129,186027.9038,451.2667
OC-440-002730,75218.47161,186026.9134,451.2667
OC-440-002731,75224.86729,186026.011,451.2667
OC-440-002732,75231.26297,186025.1086,451.2667
OC-440-002733,75237.65864,186024.2061,451.2667
OC-440-002734,75244.05432,186023.3037,451.2667
OC-440-002735,75250.42128,186022.4482,451.2667
OC-440-002736,75256.76511,186021.5749,451.2667
OC-440-002737,75263.14918,186020.7451,451.2667
OC-440-002738,75269.61926,186019.8358,451.2667
OC-440-002739,75275.77324,186018.6638,451.2667
OC-440-002740,75282.57628,186017.6108,451.2667
OC-440-002741,75288.77687,186016.6185,451.2667
OC-440-002742,75295.0972,186018.2395,451.2667
OC-440-002743,75304.35988,186014.5391,451.2667
OC-440-002744,75308.51899,186014.0546,451.2667
OC-440-002745,75314.86162,186013.2715,451.2667
OC-440-002746,75321.20425,186012.4884,451.2667
OC-440-002747,75327.54687,186011.7053,451.2667
OC-440-002748,75142.69199,186042.6669,451.2667
OC-440-002749,75154.70168,186042.6414,451.2667
OC-440-002750,75161.05909,186041.8141,451.2667
OC-440-002751,75167.66067,186040.7535,451.2667
OC-440-002752,75174.14016,186039.8095,451.2667
OC-440-002753,75181.00642,186038.8231,451.2667
OC-440-002754,75187.3427,186037.8255,451.2667
OC-440-002755,75193.74498,186036.9249,451.2667
OC-440-002756,75200.42268,186036.0872,451.2667
OC-440-002757,75206.54955,186035.1238,451.2667
OC-440-002758,75213.09502,186034.192,451.2667
OC-440-002759,75219.35412,186033.3226,451.2667
OC-440-002760,75225.7564,186032.422,451.2667
OC-440-002761,75232.15869,186031.5215,451.2667
OC-440-002762,75238.56097,186030.6209,451.2667
OC-440-002763,75244.96325,186029.7203,451.2667
OC-440-002764,75251.33326,186028.8441,451.2667
OC-440-002765,75264.07327,186027.0917,451.2667
OC-440-002766,75270.52344,186026.1423,451.2667
OC-440-002767,75276.48796,186025.0399,451.2667
OC-440-002768,75283.42007,186023.9922,451.2667
OC-440-002769,75289.62114,186022.9942,451.2667
OC-440-002770,75309.43269,186020.3527,451.2667
OC-440-002771,75315.75396,186019.5785,451.2667
OC-440-002772,75322.07524,186018.8044,451.2667
OC-440-002773,75328.39651,186018.0302,451.2667
OC-440-002774,75334.71779,186017.2561,451.2667
OC-440-002775,75141.31299,186048.9202,451.2667
OC-440-002776,75149.2769,186050.0231,451.2667
OC-440-002777,75155.653,186049.1056,451.2667
OC-440-002778,75162.0291,186048.188,451.2667
OC-440-002779,75168.4052,186047.2705,451.2667
OC-440-002780,75175.01382,186046.1275,451.2667
OC-440-002781,75182.50123,186044.6325,451.2667
OC-440-002782,75188.72809,186043.8216,451.2667
OC-440-002783,75194.95495,186043.0108,451.2667
OC-440-002784,75201.1818,186042.1999,451.2667
OC-440-002785,75207.40866,186041.3891,451.2667
OC-440-002786,75213.8187,186040.4996,451.2667
OC-440-002787,75220.22873,186039.6102,451.2667
OC-440-002788,75226.63877,186038.7207,451.2667
OC-440-002789,75233.0488,186037.8313,451.2667
OC-440-002790,75239.45884,186036.9418,451.2667
OC-440-002791,75245.83753,186036.0596,451.2667
OC-440-002792,75252.21621,186035.1775,451.2667
OC-440-002793,75258.5949,186034.2953,451.2667
OC-440-002794,75264.97359,186033.4131,451.2667
OC-440-002795,75271.35227,186032.5309,451.2667
OC-440-002796,75277.73096,186031.6487,451.2667
OC-440-002797,75284.26387,186030.3735,451.2667
OC-440-002798,75290.46542,186029.3699,451.2667
OC-440-002799,75294.70082,186029.0852,451.2667
OC-440-002800,75303.78301,186027.2519,451.2667
OC-440-002801,75310.1942,186026.5427,451.2667
OC-440-002802,75316.60539,186025.8336,451.2667
OC-440-002803,75323.01658,186025.1245,451.2667
OC-440-002804,75329.1217,186024.3334,451.2667
OC-440-002805,75334.25052,186024.0193,451.2667
OC-440-002806,75139.93399,186055.1735,451.2667
OC-440-002807,75150.24352,186056.7993,451.2667
OC-440-002808,75156.56533,186055.7156,451.2667
OC-440-002809,75162.88714,186054.632,451.2667
OC-440-002810,75169.20895,186053.5484,451.2667
OC-440-002811,75175.32752,186052.4242,451.2667
OC-440-002812,75182.31113,186051.2821,451.2667
OC-440-002813,75189.29474,186050.14,451.2667
OC-440-002814,75195.67791,186049.3404,451.2667
OC-440-002815,75202.06107,186048.5409,451.2667
OC-440-002816,75208.44424,186047.7414,451.2667
OC-440-002817,75214.70707,186046.797,451.2667
OC-440-002818,75220.96989,186045.8525,451.2667
OC-440-002819,75227.23272,186044.9081,451.2667
OC-440-002820,75233.66461,186044.0827,451.2667
OC-440-002821,75240.0836,186043.278,451.2667
OC-440-002822,75246.50258,186042.4733,451.2667
OC-440-002823,75252.92157,186041.6686,451.2667
OC-440-002824,75259.34056,186040.8638,451.2667
OC-440-002825,75265.75954,186040.0591,451.2667
OC-440-002826,75272.17853,186039.2544,451.2667
OC-440-002827,75278.59752,186038.4497,451.2667
OC-440-002828,75284.96092,186036.9591,451.2667
OC-440-002829,75291.30969,186035.7456,451.2667
OC-440-002830,75305.08895,186033.4448,451.2667
OC-440-002831,75311.43147,186032.7837,451.2667
OC-440-002832,75317.77399,186032.1226,451.2667
OC-440-002833,75324.1165,186031.4615,451.2667
OC-440-002834,75330.45902,186030.8004,451.2667
OC-440-002835,75138.55498,186061.4268,451.2667
OC-440-002836,75137.44962,186067.7333,451.2667
OC-440-002837,75144.69722,186064.298,451.2667
OC-440-002838,75150.88957,186063.1618,451.2667
OC-440-002839,75157.27603,186062.0893,451.2667
OC-440-002840,75163.66248,186061.0168,451.2667
OC-440-002841,75170.91152,186059.4642,451.2667
OC-440-002842,75177.31738,186058.5044,451.2667
OC-440-002843,75183.72325,186057.5447,451.2667
OC-440-002844,75190.12911,186056.5849,451.2667
OC-440-002845,75196.49855,186055.7025,451.2667
OC-440-002846,75202.86798,186054.8201,451.2667
OC-440-002847,75209.23742,186053.9377,451.2667
OC-440-002848,75215.60686,186053.0554,451.2667
OC-440-002849,75221.97629,186052.173,451.2667
OC-440-002850,75228.34573,186051.2906,451.2667
OC-440-002851,75234.65238,186050.3489,451.2667
OC-440-002852,75241.06211,186049.5945,451.2667
OC-440-002853,75247.47184,186048.8401,451.2667
OC-440-002854,75253.88157,186048.0856,451.2667
OC-440-002855,75260.2913,186047.3312,451.2667
OC-440-002856,75266.77077,186046.6919,451.2667
OC-440-002857,75273.11742,186045.9713,451.2667
OC-440-002858,75279.46408,186045.2507,451.2667
OC-440-002859,75285.7452,186043.3525,451.2667
OC-440-002860,75292.17722,186042.1215,451.2667
OC-440-002861,75301.7373,186040.3353,451.2667
OC-440-002862,75305.71329,186039.4623,451.2667
OC-440-002863,75318.70115,186038.515,451.2667
OC-440-002864,75325.11483,186037.7681,451.2667
OC-440-002865,75331.18355,186037.1751,451.2667
OC-440-002866,75337.30181,186039.8178,451.2667
OC-440-002867,75136.88761,186074.0888,451.2667
OC-440-002868,75145.47856,186070.6015,451.2667
OC-440-002869,75151.53563,186069.5243,451.2667
OC-440-002870,75158.11601,186068.4852,451.2667
OC-440-002871,75165.93372,186066.4189,451.2667
OC-440-002872,75171.51921,186065.7696,451.2667
OC-440-002873,75178.0754,186064.8125,451.2667
OC-440-002874,75184.6272,186064.0274,451.2667
OC-440-002875,75190.96348,186063.0298,451.2667
OC-440-002876,75197.41298,186062.1976,451.2667
OC-440-002877,75203.86249,186061.3655,451.2667
OC-440-002878,75210.312,186060.5333,451.2667
OC-440-002879,75216.7615,186059.7011,451.2667
OC-440-002880,75223.21101,186058.869,451.2667
OC-440-002881,75229.45874,186057.6732,451.2667
OC-440-002882,75235.70647,186056.4774,451.2667
OC-440-002883,75242.01985,186055.8757,451.2667
OC-440-002884,75248.33358,186055.124,451.2667
OC-440-002885,75255.06709,186054.4633,451.2667
OC-440-002886,75261.15894,186053.6571,451.2667
OC-440-002887,75267.60217,186052.8278,451.2667
OC-440-002888,75274.06679,186051.9956,451.2667
OC-440-002889,75280.48864,186051.169,451.2667
OC-440-002890,75286.52949,186049.7459,451.2667
OC-440-002891,75301.29267,186046.7743,451.2667
OC-440-002892,75306.65859,186046.5728,451.2667
OC-440-002893,75313.14345,186045.7401,451.2667
OC-440-002894,75319.62831,186044.9074,451.2667
OC-440-002895,75326.11316,186044.0747,451.2667
OC-440-002896,75332.35414,186043.5228,451.2667
OC-440-002897,75337.1039,186045.8614,451.2667
OC-440-002898,75135.87881,186080.3875,451.2667
OC-440-002899,75138.92906,186077.2477,451.2667
OC-440-002900,75146.23318,186076.7742,451.2667
OC-440-002901,75152.56953,186075.9536,451.2667
OC-440-002902,75166.20934,186072.7496,451.2667
OC-440-002903,75172.61107,186072.8781,451.2667
OC-440-002904,75179.01398,186071.8973,451.2667
OC-440-002905,75185.41689,186070.9165,451.2667
OC-440-002906,75191.8198,186069.9357,451.2667
OC-440-002907,75198.37126,186069.3006,451.2667
OC-440-002908,75204.76927,186068.4205,451.2667
OC-440-002909,75211.16729,186067.5403,451.2667
OC-440-002910,75217.5653,186066.6602,451.2667
OC-440-002911,75223.73955,186065.6782,451.2667
OC-440-002912,75230.21012,186064.7724,451.2667
OC-440-002913,75236.6807,186063.8666,451.2667
OC-440-002914,75243.15127,186062.9608,451.2667
OC-440-002915,75249.62184,186062.055,451.2667
OC-440-002916,75254.51839,186060.7583,451.2667
OC-440-002917,75261.77658,186059.9826,451.2667
OC-440-002918,75268.00342,186058.7397,451.2667
OC-440-002919,75274.9457,186058.6245,451.2667
OC-440-002920,75287.31377,186056.1393,451.2667
OC-440-002921,75293.91226,186054.8735,451.2667
OC-440-002922,75302.94744,186055.246,451.2667
OC-440-002923,75307.3229,186052.846,451.2667
OC-440-002924,75313.99944,186052.2182,451.2667
OC-440-002925,75320.55547,186051.2998,451.2667
OC-440-002926,75327.1115,186050.3813,451.2667
OC-440-002927,75332.7745,186049.5032,451.2667
OC-440-002928,75336.21919,186052.5248,451.2667
OC-440-002929,75135.2179,186086.7062,451.2667
OC-440-002930,75139.88561,186083.6982,451.2667
OC-440-002931,75147.02306,186083.4221,451.2667
OC-440-002932,75153.82075,186082.1736,451.2667
OC-440-002933,75160.24051,186081.0361,451.2667
OC-440-002934,75166.6509,186080.8706,451.2667
OC-440-002935,75173.41471,186079.4528,451.2667
OC-440-002936,75179.82915,186078.5432,451.2667
OC-440-002937,75186.24359,186077.6335,451.2667
OC-440-002938,75192.65803,186076.7239,451.2667
OC-440-002939,75199.07247,186075.8142,451.2667
OC-440-002940,75205.53584,186074.9249,451.2667
OC-440-002941,75211.99921,186074.0356,451.2667
OC-440-002942,75218.46258,186073.1462,451.2667
OC-440-002943,75224.85443,186072.2062,451.2667
OC-440-002944,75231.24628,186071.2661,451.2667
OC-440-002945,75237.63813,186070.326,451.2667
OC-440-002946,75244.02998,186069.3859,451.2667
OC-440-002947,75250.42183,186068.4458,451.2667
OC-440-002948,75255.95164,186067.0328,451.2667
OC-440-002949,75264.12953,186066.6139,451.2667
OC-440-002950,75268.48417,186064.5738,451.2667
OC-440-002951,75275.25857,186064.4072,451.2667
OC-440-002952,75280.46196,186063.7411,451.2667
OC-440-002953,75288.09806,186062.5327,451.2667
OC-440-002954,75294.63199,186061.4553,451.2667
OC-440-002955,75301.60104,186060.705,451.2667
OC-440-002956,75308.22824,186059.7007,451.2667
OC-440-002957,75314.85543,186058.6964,451.2667
OC-440-002958,75321.48263,186057.6921,451.2667
OC-440-002959,75328.10983,186056.6878,451.2667
OC-440-002960,75134.0471,186093.1011,451.2667
OC-440-002961,75140.84217,186090.1488,451.2667
OC-440-002962,75148.12461,186089.7866,451.2667
OC-440-002963,75152.58524,186089.2367,451.2667
OC-440-002964,75161.1686,186088.0462,451.2667
OC-440-002965,75167.53934,186087.0978,451.2667
OC-440-002966,75174.21836,186086.0275,451.2667
OC-440-002967,75180.74742,186084.1806,451.2667
OC-440-002968,75187.54775,186084.0461,451.2667
OC-440-002969,75193.67324,186082.514,451.2667
OC-440-002970,75200.43916,186081.6773,451.2667
OC-440-002971,75206.64107,186080.8414,451.2667
OC-440-002972,75212.04901,186079.9957,451.2667
OC-440-002973,75218.77164,186079.139,451.2667
OC-440-002974,75225.49427,186078.2822,451.2667
OC-440-002975,75232.2169,186077.4255,451.2667
OC-440-002976,75238.22415,186076.8811,451.2667
OC-440-002977,75244.80672,186075.7561,451.2667
OC-440-002978,75251.22182,186074.8366,451.2667
OC-440-002979,75257.63693,186073.9172,451.2667
OC-440-002980,75262.19615,186073.3835,451.2667
OC-440-002981,75268.62903,186072.5652,451.2667
OC-440-002982,75276.35035,186071.1087,451.2667
OC-440-002983,75282.45033,186070.1571,451.2667
OC-440-002984,75288.88234,186068.9261,451.2667
OC-440-002985,75295.35171,186068.0372,451.2667
OC-440-002986,75301.82108,186067.1482,451.2667
OC-440-002987,75308.29045,186066.2592,451.2667
OC-440-002988,75314.75982,186065.3702,451.2667
OC-440-002989,75321.22918,186064.4812,451.2667
OC-440-002990,75327.69855,186063.5923,451.2667
OC-440-002991,75132.87396,186099.4513,451.2667
OC-440-002992,75136.27934,186096.4997,451.2667
OC-440-002993,75141.79872,186096.5994,451.2667
OC-440-002994,75149.04213,186096.1627,451.2667
OC-440-002995,75155.64552,186094.6777,451.2667
OC-440-002996,75162.06412,186094.323,451.2667
OC-440-002997,75168.42777,186093.325,451.2667
OC-440-002998,75175.022,186092.6022,451.2667
OC-440-002999,75181.22114,186090.4727,451.2667
OC-440-003000,75187.90157,186089.4089,451.2667
OC-440-003001,75194.49145,186088.5899,451.2667
OC-440-003002,75200.85791,186087.807,451.2667
OC-440-003003,75207.22437,186087.0241,451.2667
OC-440-003004,75213.59083,186086.2412,451.2667
OC-440-003005,75220.00405,186085.4184,451.2667
OC-440-003006,75226.41727,186084.5957,451.2667
OC-440-003007,75232.83048,186083.7729,451.2667
OC-440-003008,75239.25174,186082.8972,451.2667
OC-440-003009,75245.67299,186082.0216,451.2667
OC-440-003010,75252.09425,186081.1459,451.2667
OC-440-003011,75258.5155,186080.2702,451.2667
OC-440-003012,75263.88809,186079.5794,451.2667
OC-440-003013,75270.32096,186078.761,451.2667
OC-440-003014,75277.44214,186077.8102,451.2667
OC-440-003015,75283.3552,186076.0506,451.2667
OC-440-003016,75289.56488,186074.9977,451.2667
OC-440-003017,75296.51465,186074.9655,451.2667
OC-440-003018,75303.01988,186073.6966,451.2667
OC-440-003019,75309.75144,186072.8695,451.2667
OC-440-003020,75316.05617,186071.9692,451.2667
OC-440-003021,75322.3609,186071.0688,451.2667
OC-440-003022,75283.18671,186077.1242,451.2667
OC-440-003023,75289.61959,186076.3058,451.2667
OC-440-003024,75132.05106,186105.8661,451.2667
OC-440-003025,75137.01874,186102.9294,451.2667
OC-440-003026,75142.75528,186103.05,451.2667
OC-440-003027,75150.18914,186101.8853,451.2667
OC-440-003028,75156.41382,186101.2418,451.2667
OC-440-003029,75162.95964,186100.5999,451.2667
OC-440-003030,75169.3162,186099.5521,451.2667
OC-440-003031,75175.82564,186099.1769,451.2667
OC-440-003032,75181.69485,186096.7648,451.2667
OC-440-003033,75188.56933,186096.1541,451.2667
OC-440-003034,75195.19686,186095.353,451.2667
OC-440-003035,75201.56542,186094.4806,451.2667
OC-440-003036,75207.93398,186093.6082,451.2667
OC-440-003037,75214.30255,186092.7358,451.2667
OC-440-003038,75220.67111,186091.8634,451.2667
OC-440-003039,75227.03967,186090.991,451.2667
OC-440-003040,75233.40823,186090.1186,451.2667
OC-440-003041,75239.90469,186089.2447,451.2667
OC-440-003042,75246.40116,186088.3709,451.2667
OC-440-003043,75252.89762,186087.4971,451.2667
OC-440-003044,75259.39408,186086.6232,451.2667
OC-440-003045,75265.58002,186085.7753,451.2667
OC-440-003046,75272.0129,186084.9569,451.2667
OC-440-003047,75278.44577,186084.1385,451.2667
OC-440-003048,75284.87865,186083.3201,451.2667
OC-440-003049,75291.31152,186082.5017,451.2667
OC-440-003050,75298.24791,186081.4554,451.2667
OC-440-003051,75304.21868,186080.245,451.2667
OC-440-003052,75310.59496,186079.3203,451.2667
OC-440-003053,75317.18038,186078.6304,451.2667
OC-440-003054,75323.64467,186077.6291,451.2667
OC-440-003055,75329.36772,186077.7907,451.2667
OC-440-003056,75131.65545,186110.3602,451.2667
OC-440-003057,75137.89599,186109.4254,451.2667
OC-440-003058,75143.71183,186109.5006,451.2667
OC-440-003059,75163.85515,186106.8767,451.2667
OC-440-003060,75170.20464,186105.7793,451.2667
OC-440-003061,75176.62929,186105.7516,451.2667
OC-440-003062,75182.63162,186103.5061,451.2667
OC-440-003063,75189.23709,186102.8993,451.2667
OC-440-003064,75195.90227,186102.1162,451.2667
OC-440-003065,75202.70097,186101.2752,451.2667
OC-440-003066,75208.85149,186100.1752,451.2667
OC-440-003067,75215.13511,186099.2475,451.2667
OC-440-003068,75221.41873,186098.3197,451.2667
OC-440-003069,75227.70235,186097.392,451.2667
